,order_id,plu_id,plu_hierarchy_lvl_2_desc,plu_hierarchy_lvl_3_desc
207334,644270625,4415,Овощи - Фрукты,Фрукты/Экзотика
1216693,729345082,4089918,Молочная гастрономия,Сыры
1793230,875659417,3501015,Детское питание (Food),"Детские соки, чай, вода"
2226202,864154724,3182857,Молочная гастрономия,Яйцо
8597,674546707,3668930,Детское питание (Fresh),Детские молочные продукты
1372629,764672227,4305605,Молочная гастрономия,Соврем.кислом.прод-ия
299994,650670922,4298877,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
2270673,799346892,3418825,Замороженные продукты,Рыба замороженная
1265101,750678735,3926818,Молочная гастрономия,Сыры
2268897,879858930,3682898,"Хлеб, хлебобулочные изделия (Food)","Пироги, изделия сдобные"
2269391,895478799,3659096,Молочная гастрономия,Молоко
2358366,881100490,4194065,Молочная гастрономия,Сыры
577036,710508015,4276930,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
30394,674850463,3497593,"Хлеб, хлебобулочные изделия (Food)",Сухарные изделия
2386080,857416737,2139003,Овощи - Фрукты,Овощи/Зелень
1575770,736582991,3294954,Овощи - Фрукты,Фрукты/Экзотика
1815871,867972634,4072352,Рыбная гастрономия,Икра
1276107,756461737,3191300,Птица и изделия из птицы,Птица и П/Ф охлажденые
2359158,834615588,4012050,Корма для животных,Корма для кошек
2164422,824110064,2250692,Овощи - Фрукты,Овощи/Грибы
1243273,779377456,4325218,Молочная гастрономия,Сыры
76814,677940843,3425669,Молочная гастрономия,Масложировые продукты
202527,658132026,3395342,Бакалея (Food),"Кофе, какао, шоколад"
2101714,846467476,3180523,Бакалея (Food),Консервы овощные
2331855,840837443,3908603,Молочная гастрономия,Сыры
1411464,779460951,4280681,Молочная гастрономия,Соврем.кислом.прод-ия
1746421,868797013,3666058,Мясная гастрономия,Деликатесы
1207454,732975360,3926883,Замороженные продукты,Мороженое
1357234,750605449,4342589,Товары спец.акций_2,Товары спец.акций_3
1202033,729596729,2086159,Молочная гастрономия,Сливки
1180767,708508912,76432,Овощи - Фрукты,Овощи/Зелень
2024991,838077997,53710,Молочная гастрономия,Десерты
1904458,854520107,4007732,"Соки, воды, пиво","Напитки, квас, тоник"
2111106,812815345,76432,Овощи - Фрукты,Овощи/Зелень
2141304,847745076,4323836,Сопутствующие товары (Food),Целлюлозная и ватная продукция
2300383,881508566,78009909,Хлеб СП,Изделия слоеные СП
440381,665752657,3341914,Овощи - Фрукты,Овощи/Зелень
567791,700908840,3301635,Сопутствующие товары (Food),Целлюлозная и ватная продукция
1544400,758094604,4042266,Овощи - Фрукты,Фрукты/Экзотика
580755,717701086,3219701,Овощи - Фрукты,Овощи/Грибы
418784,659375467,3971408,"Соки, воды, пиво",Вода
62204,660146126,3255795,Молочная гастрономия,Молоко
986896,716626313,4343388,Замороженные продукты,Мороженое
1593895,740392056,3407477,Молочная гастрономия,Традиц.кислом.прод-ия
1351958,739256979,4256835,"Хлеб, хлебобулочные изделия (Food)","Пироги, изделия сдобные"
1594462,748533302,31893,Овощи - Фрукты,Овощи/Зелень
1898399,891765874,4049144,"Хлеб, хлебобулочные изделия (Food)",Хлеб ржаной
10389,670676476,4204889,Диабетическое питание,Бакалея диабетическая
2266351,806074701,4363403,Кондитерские изделия (Food),"Зефир, мармелад, пастила"
1529572,778937282,3428530,Бакалея (Food),Консервы овощные
1432932,770582605,4066121,Детское питание (Food),Прочее детское питание
2371441,849172346,3658841,Птица и изделия из птицы,Птица и П/Ф охлажденые
1813608,848099089,4116553,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
106881,662383203,3271985,Замороженные продукты,Замороженные полуфабрикаты
1601251,785318001,3637008,Детское питание (Fresh),Детские молочные продукты
154228,665317851,127,Овощи - Фрукты,Овощи/Зелень
169380,670322841,10234,Бакалея (Food),Крупы и зерновые
15103,664365178,3629449,Рыбная гастрономия,Рыба соленая
807069,687067914,53673,Бакалея (Food),Крупы и зерновые
311875,667397142,3467788,Молочная гастрономия,Молоко
1932931,848869793,4116901,Птица и изделия из птицы,Птица и П/Ф охлажденые
1915766,822893723,4102088,Кондитерские изделия (Food),"Кексы, рулеты"
699632,726735969,2065120,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1684502,775431775,2047206,Молочная гастрономия,Масложировые продукты
198016,673796382,3219528,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
2149081,857416235,3613024,Молочная гастрономия,Молоко
375098,676950515,4301347,Мясная гастрономия,Колбасные изделия
1837429,865146273,4177752,Бакалея (Food),"Варенье, мёд"
312437,680829345,48683,Овощи - Фрукты,Овощи/Зелень
895582,701323169,3927598,Сопутствующие товары (Food),Ароматизаторы
1068,678914080,3470274,Овощи - Фрукты,Фрукты/Экзотика
382798,662046185,88570,Овощи - Фрукты,Овощи/Зелень
1758037,900934858,3198878,"Хлеб, хлебобулочные изделия (Food)","Пироги, изделия сдобные"
780353,713242670,4262140,Кондитерские изделия (Food),"Шоколад, батончики"
912951,709567548,45282,Птица и изделия из птицы,Птица и П/Ф охлажденые
1742345,876875642,4137411,"Хлеб, хлебобулочные изделия (Food)",Бараночные изделия
1407925,777256254,3496905,Корма для животных,Корма для кошек
753972,703612628,4045665,Молочная гастрономия,Сливки
2049633,886031361,3219528,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1631447,783331703,4214927,Замороженные продукты,Мороженое
476831,663496143,3483307,Молочная гастрономия,Сыры
274888,655020211,4415,Овощи - Фрукты,Фрукты/Экзотика
684476,709575125,3922214,Сопутствующие товары (Food),Средства личной гигиены
1839319,893604310,3165030,Молочная гастрономия,Сыры
2244046,860829542,3939903,Молочная гастрономия,Сыры
1523791,759499061,3614714,Товары для ремонта,Товары для ремонта
2409920,852166017,2149542,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
14023,678440532,3255206,Молочная гастрономия,Молоко
725249,696482268,4108226,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
233092,677201041,2141248,"Соки, воды, пиво","Напитки, квас, тоник"
1203402,705944490,3601164,Молочная гастрономия,Сыры
1554740,753764269,3936418,Кондитерские изделия (Food),Жевательная резинка
890835,708714562,4259100,Молочная гастрономия,Молоко
2298260,848445727,3255052,Бакалея (Food),Консервы овощные
1310756,781239281,2138999,Овощи - Фрукты,Овощи/Зелень
588800,706352855,3654694,Молочная гастрономия,Яйцо
1672575,777070972,46390,Бакалея (Food),Чай
481389,661984001,4189744,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
821963,686488908,3383509,Бакалея (Food),"Варенье, мёд"
1749752,884547036,4291325,Бакалея (Food),"Кофе, какао, шоколад"
1420877,761782049,3043871,Овощи - Фрукты,Овощи/Зелень
1987959,853418342,3446271,Замороженные продукты,Замороженные полуфабрикаты
251254,644651569,3908603,Молочная гастрономия,Сыры
960184,732221359,4352047,"Соки, воды, пиво","Напитки, квас, тоник"
435894,670529275,20676,"Соки, воды, пиво",Вода
707539,692301486,4304865,"Соки, воды, пиво","Соки, нектары"
1834321,841538319,68163,Замороженные продукты,Замороженная плодоовощная продукция
2343033,882564738,2141553,Замороженные продукты,Замороженные полуфабрикаты
788836,735743098,3625310,Детские товары (Food),Дет. Ср-ва для белья и одежды
521288,671386201,4135076,"Соки, воды, пиво","Напитки, квас, тоник"
2140669,818830517,3614555,Бакалея (Food),Специи
261679,647637504,3648084,Овощи - Фрукты,Овощи/Грибы
2374718,891794222,3331436,Сопутствующие товары (Food),Крема и товары для красоты
827901,712800113,3373718,"Соки, воды, пиво",Вода
1526823,783113550,625,Бакалея (Food),Сахар
1561484,758653770,4070329,Бакалея (Food),Соусы
1048281,731768215,3370479,"Соки, воды, пиво",Вода
5795,673809459,4324309,Товары спец.акций_2,Товары спец.акций_3
828601,706260085,3670038,Замороженные продукты,Замороженная плодоовощная продукция
1551088,762167016,3963627,Сопутствующие товары (Food),Упаковочные материалы (Food)
693474,715162722,4221768,Овощи - Фрукты,Овощи/Грибы
930262,709561520,3501031,Сопутствующие товары (Food),"Моющие,чистящие средства"
1387363,788540477,3062813,Молочная гастрономия,Десерты
1531654,778911783,4125692,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
1099482,728935601,3361891,Рыбная гастрономия,Пресервы
2277002,896923100,4212279,Замороженные продукты,Мороженое
738663,690403911,3465884,"Соки, воды, пиво",Вода
1546875,789950724,3696828,Молочная гастрономия,Масложировые продукты
1630583,794393218,3471166,Кондитерские изделия (Food),"Печенье, крекер"
2357785,829053117,3469303,Бакалея (Food),Семечки
509790,677538866,64840,Бакалея (Food),Соль
2113516,891815855,4217380,Овощи - Фрукты,Овощи/Грибы
1290528,740492481,3416253,Мясная гастрономия,Колбасные изделия
245957,665472129,2065120,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
2283441,871101153,3231330,Бакалея (Food),Крупы и зерновые
2026472,883198921,23714,Бакалея (Food),Масло растительное
2050845,867378236,2153858,Бакалея (Food),Соусы
587856,709166386,4291325,Бакалея (Food),"Кофе, какао, шоколад"
129085,646127778,21473,Кондитерские изделия (Food),Конфеты
1249695,761051651,3307409,Бакалея (Food),Консервы овощные
1790427,904731597,4217380,Овощи - Фрукты,Овощи/Грибы
2398972,898492617,202,Овощи - Фрукты,Овощи/Грибы
289012,667520482,3491262,Молочная гастрономия,Традиц.кислом.прод-ия
455470,649916984,2138999,Овощи - Фрукты,Овощи/Зелень
2400285,802995104,3225815,Бакалея (Food),Сахар
1903656,874472798,2149542,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1862672,857620134,4324116,Молочная гастрономия,Традиц.кислом.прод-ия
1077644,711015285,3021692,Овощи - Фрукты,Фрукты/Ягоды
783925,719063106,4272727,Бакалея (Food),Сухие компоненты и смеси (Food)
2173198,868701601,2085981,Молочная гастрономия,Молоко
263296,663851693,3263196,Сопутствующие товары (Food),Целлюлозная и ватная продукция
94456,669772989,4221352,Молочная гастрономия,Соврем.кислом.прод-ия
1155934,694186331,4221491,Молочная гастрономия,Сыры
1797487,841364743,3387453,Рыбная гастрономия,Рыба соленая
1414096,757625080,4032179,Молочная гастрономия,Традиц.кислом.прод-ия
968844,725616207,4125677,Овощи - Фрукты,Фрукты/Ягоды
1260751,787079440,4318836,ФК Кулинария и салаты,ФК Кулинария ПРИСТ
1421291,775059017,4308287,Диабетическое питание,Кондитерка диабетическая
1799136,895831142,3219528,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1743068,885015755,3337825,Рыбная гастрономия,Крабовые палочки и мясо охлажденные
1767712,867182733,3021692,Овощи - Фрукты,Фрукты/Ягоды
363937,680986539,3062836,Молочная гастрономия,Яйцо
2417908,801335006,3306169,Сопутствующие товары (Food),Целлюлозная и ватная продукция
1692079,797304294,60526,Овощи - Фрукты,Фрукты/Экзотика
1517734,762856679,3463468,Рыбная гастрономия,Пресервы
2208837,869342974,78004334,Молочная гастрономия,Сыры
1830633,869891921,3438199,Бакалея (Food),Соусы
1413627,774468443,2122919,Бакалея (Food),Крупы и зерновые
32045,665967881,3074007,Овощи - Фрукты,Овощи/Зелень
109655,648466518,3424980,"Соки, воды, пиво",Вода
92561,681108022,3293011,Молочная гастрономия,Традиц.кислом.прод-ия
277366,677051037,4314547,Овощи - Фрукты,Овощи/Грибы
1871017,881393688,4377998,"Соки, воды, пиво","Напитки, квас, тоник"
1858206,795355727,79222,Овощи - Фрукты,Фрукты/Экзотика
1399601,751388123,4221913,Мясная гастрономия,Колбасные изделия
1172676,695737468,17885,Кондитерские изделия (Food),Конфеты
1670830,747639100,3465884,"Соки, воды, пиво",Вода
2339483,805944533,4106273,Овощи - Фрукты,Овощи/Грибы
840942,724489919,4274174,"Соки, воды, пиво","Напитки, квас, тоник"
2032079,829294056,3986091,Кондитерские изделия (Food),"Печенье, крекер"
240818,643720030,2093082,Молочная гастрономия,Традиц.кислом.прод-ия
1797694,875282381,4366772,Корма для животных,Корма для кошек
1639439,763716887,4089125,Молочная гастрономия,Молоко
2265025,824581103,3658095,Молочная гастрономия,Масложировые продукты
412196,653279720,4118781,Корма для животных,Корма для кошек
761909,719422045,3605498,Замороженные продукты,Замороженные морепродукты
1663578,775935509,4215667,Птица и изделия из птицы,Птица и П/Ф охлажденые
449195,673687908,15212,Кондитерские изделия (Food),Жевательная резинка
1891152,868049826,4333273,Мясная гастрономия,Деликатесы
1974626,846522847,4310021,Молочная гастрономия,Масложировые продукты
1811786,863080082,3614687,Молочная гастрономия,Соврем.кислом.прод-ия
1795623,832670696,809,Овощи - Фрукты,Фрукты/Ягоды
1386969,765518680,4216949,Кондитерские изделия (Food),Конфеты
1409366,743378644,3469277,Мясная гастрономия,Колбасные изделия
2337686,896819459,3485716,"Соки, воды, пиво",Вода
1426301,750890950,3270265,Детское питание (Food),"Детские соки, чай, вода"
1823346,825617304,4336623,Овощи - Фрукты,Фрукты/Ягоды
1184982,705409817,91535,Кондитерские изделия (Food),"Печенье, крекер"
714964,725925607,4121611,Молочная гастрономия,Традиц.кислом.прод-ия
1184113,708345995,4230663,Мясо и мясные изделия,Мясо и П/Ф охлажденые
2319747,904144063,4266462,Молочная гастрономия,Традиц.кислом.прод-ия
292932,675595964,3664094,Бакалея (Food),Продукция быстрого приготовления
511783,681686579,4243884,Птица и изделия из птицы,Птица и П/Ф охлажденые
2182901,891488593,43347,Овощи - Фрукты,Овощи/Грибы
232726,677454523,3666058,Мясная гастрономия,Деликатесы
1935839,833558533,4229724,Молочная гастрономия,Сыры
974512,700045101,3418513,Бакалея (Food),Чай
702660,718275500,3986838,Молочная гастрономия,Сыры
1929937,860080010,3629622,"Соки, воды, пиво",Вода
2294545,875395635,4121607,Молочная гастрономия,Традиц.кислом.прод-ия
1032310,724079323,3383697,Корма для животных,Корма для кошек
283428,655218441,4304314,Мясная гастрономия,Колбасные изделия
434753,680169147,3431062,Сопутствующие товары (Food),Целлюлозная и ватная продукция
1851605,905288078,3645521,Бакалея (Food),Консервы овощные
2377874,829336607,4191429,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
409529,660279742,3338246,Бакалея (Food),Чай
940708,719596610,4141118,Сопутствующие товары (Food),"Моющие,чистящие средства"
1370244,764793740,4037654,Бакалея (Food),Макаронные изделия
2149607,849576810,3617778,Молочная гастрономия,Традиц.кислом.прод-ия
2184923,813172240,78029849,Хлеб СП,Изделия сдобные СП
2157901,871124575,3203090,Молочная гастрономия,Соврем.кислом.прод-ия
1500093,777923529,3219554,"Хлеб, хлебобулочные изделия (Food)",Хлеб ржаной
25323,677389374,2149541,"Хлеб, хлебобулочные изделия (Food)",Хлеб ржаной
610590,717059443,2071819,Сопутствующие товары (Food),Средства для волос
462355,666940396,2050923,Сопутствующие товары (Food),"Моющие,чистящие средства"
515543,666124806,3335498,Молочная гастрономия,Сыры
950996,723630084,41891,Бакалея (Food),Консервы овощные
801035,703203630,3926815,Молочная гастрономия,Сыры
1809638,871783468,3450507,Сопутствующие товары (Food),Целлюлозная и ватная продукция
1109730,686112721,2057829,Кондитерские изделия (Food),Конфеты
2209086,855449569,3418507,Сопутствующие товары (Food),Крема и товары для красоты
2208112,813648136,2103012,"Соки, воды, пиво","Напитки, квас, тоник"
1245337,784821969,3696828,Молочная гастрономия,Масложировые продукты
1214646,725482697,3373718,"Соки, воды, пиво",Вода
2354679,842975956,62758,Бакалея (Food),Макаронные изделия
1127855,714053810,3611870,Кондитерские изделия (Food),Конфеты
879831,693004998,3492437,Молочная гастрономия,Десерты
323597,642722788,2139003,Овощи - Фрукты,Овощи/Зелень
1365578,744777129,3010670,Бакалея (Food),Специи
555348,653596556,3683622,"Хлеб, хлебобулочные изделия (Food)",Бараночные изделия
762416,718418856,3658574,Молочная гастрономия,Сыры
1117156,713659277,4255936,"Соки, воды, пиво","Напитки, квас, тоник"
1551381,754396542,22246,Кондитерские изделия (Food),Конфеты
1001166,700964796,4086769,Мясная гастрономия,Деликатесы
2004329,829724459,3617778,Молочная гастрономия,Традиц.кислом.прод-ия
924359,708594782,2069612,Молочная гастрономия,Молоко
1440292,784379404,4035891,Мясная гастрономия,Колбасные изделия
2007296,857608692,4087688,Молочная гастрономия,Сыры
1716539,796147778,3970108,Товары для дома,Одноразовая посуда
1727968,817373971,3219528,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1964482,871450630,26869,"Соки, воды, пиво","Соки, нектары"
1718371,818285286,4008109,Мясная гастрономия,Колбасные изделия
2374800,836863063,3429583,Детское питание (Food),"Детские соки, чай, вода"
614048,703613771,2057831,Кондитерские изделия (Food),Конфеты
1098764,700636738,3338826,Кондитерские изделия (Food),Конфеты
1073591,712037982,32943,Овощи - Фрукты,Фрукты/Ягоды
2109443,900137733,3606461,Детское питание (Food),Детские консервированные смеси
455831,665121228,3306168,Сопутствующие товары (Food),Целлюлозная и ватная продукция
536105,643138200,4311970,Молочная гастрономия,Соврем.кислом.прод-ия
161128,666706234,4235324,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
2249389,831956029,4332884,Мясная гастрономия,Колбасные изделия
1429243,764606665,4332451,Корма для животных,Корма для собак
1605041,762267804,2173555,Птица и изделия из птицы,Птица и П/Ф охлажденые
244594,645961427,3276842,Кондитерские изделия (Fresh),"Торты, пирожные свежие"
721024,683033558,4230658,Молочная гастрономия,Соврем.кислом.прод-ия
1434301,736071539,4312266,Птица и изделия из птицы,Птица и П/Ф охлажденые
428061,666317628,52542,Овощи - Фрукты,Фрукты/Ягоды
1853305,815688676,4249478,Кондитерские изделия (Fresh),"Торты, пирожные свежие"
2419736,804667271,4137488,Бакалея (Food),Сахар
278230,650167769,4306690,"Соки, воды, пиво","Напитки, квас, тоник"
710558,717312200,3664287,Молочная гастрономия,Традиц.кислом.прод-ия
1648940,778850902,4142668,Молочная гастрономия,Соврем.кислом.прод-ия
1986620,873042330,4275295,Сопутствующие товары (Food),Средства для ухода за бельем и одеждой
488753,662507323,2167031,Замороженные продукты,Замороженные полуфабрикаты
1233667,790808991,3985404,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
621908,704621599,53019,Бакалея (Food),Продукция быстрого приготовления
1809758,868439728,4174763,Детское питание (Fresh),Детские молочные продукты
389448,645174718,3230789,Сопутствующие товары (Food),Целлюлозная и ватная продукция
322727,679937570,3658841,Птица и изделия из птицы,Птица и П/Ф охлажденые
1086298,707717676,4054599,Мясная гастрономия,Колбасные изделия
1771760,878746864,4249861,Корма для животных,Корма для кошек
1484319,790859659,3182857,Молочная гастрономия,Яйцо
1352916,755953016,202,Овощи - Фрукты,Овощи/Грибы
2419142,801556905,3235374,Бакалея (Food),Консервы овощные
1521992,785089609,807,Овощи - Фрукты,Фрукты/Ягоды
2276037,855022190,3658095,Молочная гастрономия,Масложировые продукты
684287,725817557,4342010,"Соки, воды, пиво","Напитки, квас, тоник"
480957,659028321,3962298,Бакалея (Food),Консервы рыбные
811501,708955027,4243048,Птица и изделия из птицы,Птица и П/Ф охлажденые
2331793,871030725,3634033,Молочная гастрономия,Традиц.кислом.прод-ия
14967,675577674,4237060,Молочная гастрономия,Соврем.кислом.прод-ия
1266120,742861871,3953590,Овощи - Фрукты,Овощи/Зелень
2094023,857548182,3193945,Овощи - Фрукты,Овощи/Зелень
17765,664276556,97229,Молочная гастрономия,Сыры
1114092,702660035,4251171,Сопутствующие товары (Food),Целлюлозная и ватная продукция
1534655,750467318,3014253,Кондитерские изделия (Food),"Сухарики, снеки"
1353062,792219275,2128016,Овощи - Фрукты,Овощи/Зелень
678132,730872655,4216819,Бакалея (Food),Консервы овощные
2171495,843590622,4059494,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
1708101,859732152,3601417,Молочная гастрономия,Соврем.кислом.прод-ия
198757,654281356,4105769,Молочная гастрономия,Масложировые продукты
947070,712771655,4050647,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
22378,642669994,3464249,Кондитерские изделия (Food),Чипсы
2151939,796706398,2083054,Сопутствующие товары (Food),"Моющие,чистящие средства"
262286,650509747,4154477,Мясная гастрономия,Колбасные изделия
1454262,791568697,3394316,Бакалея (Food),Консервы овощные
1080903,698829323,3328528,Молочная гастрономия,Молоко
171426,646074640,3220803,Кондитерские изделия (Food),"Печенье, крекер"
815378,682169873,4081997,Мясная гастрономия,Колбасные изделия
2322527,903856425,3219581,"Хлеб, хлебобулочные изделия (Food)","Пироги, изделия сдобные"
2328837,820012154,3182856,Молочная гастрономия,Яйцо
2084136,801651899,14374,Овощи - Фрукты,Овощи/Зелень
735751,683004280,4295653,Бакалея (Food),Соусы
16197,664589382,2065127,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
872646,684507749,3062835,Молочная гастрономия,Яйцо
1174433,702211563,3230933,Бакалея (Food),Сахар
111457,674233306,2138999,Овощи - Фрукты,Овощи/Зелень
1581026,739498532,3658095,Молочная гастрономия,Масложировые продукты
247560,651905388,2138999,Овощи - Фрукты,Овощи/Зелень
824292,733047434,4154477,Мясная гастрономия,Колбасные изделия
1928949,808757504,75726,Сопутствующие товары (Food),Целлюлозная и ватная продукция
132138,664184647,4216695,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
2124865,864106723,3307409,Бакалея (Food),Консервы овощные
380589,670082515,78006633,Мясная гастрономия,Деликатесы
416129,659019828,4170977,Овощи - Фрукты,Фрукты/Экзотика
2412136,884813807,4102507,Кондитерские изделия (Food),"Кексы, рулеты"
876707,727190800,77001549,Овощи - Фрукты,Овощи/Зелень
1955194,886541758,3694097,Кондитерские изделия (Food),"Зефир, мармелад, пастила"
1466073,737158817,3062836,Молочная гастрономия,Яйцо
1413136,744393071,23714,Бакалея (Food),Масло растительное
1714820,885467807,4113532,Молочная гастрономия,Масложировые продукты
568299,690408780,3655737,Овощи - Фрукты,Овощи/Грибы
596829,721879979,4188460,Овощи - Фрукты,Овощи/Грибы
723874,716507263,32943,Овощи - Фрукты,Фрукты/Ягоды
4736,677439037,2059346,Молочная гастрономия,Молоко
1729545,865069508,4269242,Молочная гастрономия,Соврем.кислом.прод-ия
991117,710644200,45944,Молочная гастрономия,Молоко
1056732,709028744,4291211,Детские товары (Food),Детские средства гигиены
326652,659779581,3493108,Сопутствующие товары (Food),Целлюлозная и ватная продукция
486206,657584009,3279267,Бакалея (Food),"Варенье, мёд"
1489047,750724028,3693345,Замороженные продукты,Замороженные полуфабрикаты
143312,653709466,4249870,Корма для животных,Корма для кошек
1670978,786162906,2037765,Бакалея (Food),Мука
1737737,889571802,3986838,Молочная гастрономия,Сыры
2392751,848488995,3388814,Молочная гастрономия,Сыры
1375735,793682557,3439042,Табачные изделия и аксессуары (NonFood),Табачные изделия и аксессуары
1356704,751166259,4166688,Сопутствующие товары (Food),Упаковочные материалы (Food)
512210,666114508,3986506,Кондитерские изделия (Food),Чипсы
2080733,807389082,2177106,Овощи - Фрукты,Овощи/Зелень
627654,698130615,4106273,Овощи - Фрукты,Овощи/Грибы
1248649,758596142,3422416,Сопутствующие товары (Food),Средства для ухода за бельем и одеждой
526501,662422203,4261639,Молочная гастрономия,Масложировые продукты
1529145,772848563,3062836,Молочная гастрономия,Яйцо
234588,666338049,53713,Молочная гастрономия,Десерты
532699,644168619,2149542,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
117908,663849649,48681,Овощи - Фрукты,Овощи/Зелень
1663538,759793401,3495702,Молочная гастрономия,Масложировые продукты
1986318,891372729,3398465,Мясо и мясные изделия,Фарш
409287,657067459,17337,Кондитерские изделия (Food),Конфеты
147996,680391722,3673128,Овощи - Фрукты,Овощи/Грибы
1154389,735454062,3645237,Мясная гастрономия,Колбасные изделия
794626,731767469,4219870,"Соки, воды, пиво","Напитки, квас, тоник"
1792654,821641752,4142668,Молочная гастрономия,Соврем.кислом.прод-ия
745441,689090446,3934853,Молочная гастрономия,Яйцо
454193,647655697,3483430,Молочная гастрономия,Десерты
1964322,795717642,3219524,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1287317,748183602,4249413,Сопутствующие товары (Food),Средства для волос
1631830,766605577,45656,Овощи - Фрукты,Овощи/Грибы
1743330,902068389,3366853,Молочная гастрономия,Соврем.кислом.прод-ия
1523154,741596741,3677038,Мясная гастрономия,Деликатесы
1103532,685512820,4121592,Молочная гастрономия,Традиц.кислом.прод-ия
55108,647469095,4037673,Бакалея (Food),Макаронные изделия
1683735,775009547,4067928,Сопутствующие товары (Food),Целлюлозная и ватная продукция
285102,641569990,4050746,Мясная гастрономия,Колбасные изделия
1485118,784733864,3387522,Бакалея (Food),Масло растительное
87278,664518580,3631962,"Готовая кулинария, салаты",Соленья ПРИСТ.
1970578,799766064,3941480,Кондитерские изделия (Food),"Печенье, крекер"
1015877,706984530,43347,Овощи - Фрукты,Овощи/Грибы
1861505,895657906,4306733,Овощи - Фрукты,Фрукты/Экзотика
720623,734446953,2058753,Молочная гастрономия,Традиц.кислом.прод-ия
2059092,796590207,3485660,Молочная гастрономия,Молоко
1119633,686248232,3961888,Молочная гастрономия,Традиц.кислом.прод-ия
1140286,729813489,4039113,Корма для животных,Корма для кошек
515430,644625249,4109120,Бакалея (Food),Продукция быстрого приготовления
1717836,888153944,18520,Сопутствующие товары (Food),Целлюлозная и ватная продукция
9405,674332126,4415,Овощи - Фрукты,Фрукты/Экзотика
1906212,832923926,2138999,Овощи - Фрукты,Овощи/Зелень
178886,644269395,3656938,"Готовая кулинария, салаты",Соленья ПРИСТ.
361484,654514692,3451168,Мясо и мясные изделия,Мясо и П/Ф охлажденые
396781,653634629,4037645,Бакалея (Food),Макаронные изделия
1772925,798357394,2065124,"Хлеб, хлебобулочные изделия (Food)",Хлеб ржаной
930230,694169983,3437316,Бакалея (Food),Масло растительное
1195894,726730638,4080944,Сопутствующие товары (Food),Целлюлозная и ватная продукция
833657,731174139,4174006,Детское питание (Food),Детские смеси
14121,668038131,3677038,Мясная гастрономия,Деликатесы
42766,651531505,3674360,Бакалея (Food),Крупы и зерновые
2166991,887449878,4249109,Кондитерские изделия (Food),"Печенье, крекер"
1749380,876563886,3688024,"Готовая кулинария, салаты",Соленья ПРИСТ.
1804230,838255790,4217621,Мясная гастрономия,Колбасные изделия
2394508,869458145,3634638,Молочная гастрономия,Сливки
1341368,776029291,3425669,Молочная гастрономия,Масложировые продукты
1835988,824575269,4230663,Мясо и мясные изделия,Мясо и П/Ф охлажденые
405455,649703289,4133363,Кондитерские изделия (Food),"Шоколад, батончики"
1723867,841733859,4277253,Мясная гастрономия,Колбасные изделия
185316,650929993,4249686,Бакалея (Food),Консервы овощные
541920,643947584,60526,Овощи - Фрукты,Фрукты/Экзотика
1254023,762034205,2082206,Бакалея (Food),Продукция быстрого приготовления
1103572,731439645,3979650,Молочная гастрономия,Сливки
876858,723427110,3465555,Мясная гастрономия,Колбасные изделия
831976,723415212,809,Овощи - Фрукты,Фрукты/Ягоды
106294,668739824,2143824,Кондитерские изделия (Food),"Кексы, рулеты"
304668,681081797,2138999,Овощи - Фрукты,Овощи/Зелень
2091643,889447087,4121223,Кондитерские изделия (Food),"Шоколад, батончики"
242236,669862132,4149914,Кондитерские изделия (Food),Конфеты
1253393,752705439,2143824,Кондитерские изделия (Food),"Кексы, рулеты"
1489667,765777596,4279059,Детское питание (Fresh),Детские молочные продукты
1562774,779420365,2139003,Овощи - Фрукты,Овощи/Зелень
764530,725957042,4010437,"Хлеб, хлебобулочные изделия (Food)",Хлеб ржаной
2300616,870600969,3977407,"Соки, воды, пиво",Вода
209231,665602254,3934853,Молочная гастрономия,Яйцо
172038,666460822,4304864,"Соки, воды, пиво","Соки, нектары"
428608,654172090,3961982,Овощи - Фрукты,Овощи/Грибы
1038940,727360811,2065335,Кондитерские изделия (Food),"Кексы, рулеты"
