,order_id,plu_id,plu_hierarchy_lvl_2_desc,plu_hierarchy_lvl_3_desc
1301649,782368927,3628376,Птица и изделия из птицы,Птица и П/Ф охлажденые
1498909,792655584,16402,Молочная гастрономия,Сыры
523074,664022026,49076,Молочная гастрономия,Соврем.кислом.прод-ия
858884,684554543,16038,Бакалея (Food),Сухие компоненты и смеси (Food)
1674317,737885548,4249858,Корма для животных,Корма для кошек
801004,729960729,4148798,Сопутствующие товары (Food),Средства личной гигиены
367215,669220506,3491498,Молочная гастрономия,Соврем.кислом.прод-ия
1783343,820129054,197,Овощи - Фрукты,Овощи/Зелень
59418,649858122,3129175,Овощи - Фрукты,Овощи/Зелень
1283771,750900425,3639615,Мясная гастрономия,Колбасные изделия
1715186,838375206,4291317,Бакалея (Food),"Кофе, какао, шоколад"
1279216,763655145,197,Овощи - Фрукты,Овощи/Зелень
1876899,868273347,3023899,Сопутствующие товары (Food),Средства для ухода за бельем и одеждой
1489447,776699158,82766,Бакалея (Food),Макаронные изделия
112906,652913848,4249270,Овощи - Фрукты,Овощи/Грибы
1646322,780859564,3628394,Молочная гастрономия,Традиц.кислом.прод-ия
2256905,860584962,202,Овощи - Фрукты,Овощи/Грибы
1460517,744846432,2149542,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
460982,650277166,4121613,Молочная гастрономия,Традиц.кислом.прод-ия
886145,714618782,3680731,Молочная гастрономия,Соврем.кислом.прод-ия
1491228,774412717,79337,Овощи - Фрукты,Фрукты/Экзотика
2288319,819157704,3612607,Молочная гастрономия,Соврем.кислом.прод-ия
2371860,885837806,91535,Кондитерские изделия (Food),"Печенье, крекер"
425490,677992557,3486034,Бакалея (Food),Крупы и зерновые
481978,676447085,4329955,Кондитерские изделия (Food),"Шоколад, батончики"
474623,662214276,3412845,Сопутствующие товары (Food),Упаковочные материалы (Food)
1977384,836740847,2250692,Овощи - Фрукты,Овощи/Грибы
2090505,895944099,78030125,Хлеб СП,Хлеб ржано-пшеничный СП
2109444,902091433,4262694,Молочная гастрономия,Традиц.кислом.прод-ия
2030664,841880658,16401,Молочная гастрономия,Сыры
503382,646536074,47642,Овощи - Фрукты,Фрукты/Экзотика
155762,642211279,3682531,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1019608,692356370,3254155,Молочная гастрономия,Яйцо
1248034,755300856,67513,Овощи - Фрукты,Овощи/Грибы
1617807,740586642,3979649,Молочная гастрономия,Сливки
108300,654858855,3465884,"Соки, воды, пиво",Вода
1716958,875680595,4347417,Сопутствующие товары (Food),Средства для ухода за бельем и одеждой
760148,703963252,3297408,Рыбная гастрономия,Крабовые палочки и мясо охлажденные
357719,647210510,4284878,Мясная гастрономия,Деликатесы
1198285,684339280,3231481,Бакалея (Food),Крупы и зерновые
189085,647204912,4259196,"Соки, воды, пиво","Соки, нектары"
23708,641703719,90937,Кондитерские изделия (Food),"Шоколад, батончики"
1459283,777133331,3689654,Бакалея (Food),Соусы
2347928,852592053,4298992,Молочная гастрономия,Соврем.кислом.прод-ия
8063,671965303,3230933,Бакалея (Food),Сахар
1052077,709850671,3488298,Молочная гастрономия,Десерты
348857,664094470,3454742,Сопутствующие товары (Food),Гигиена рта
1295224,745033555,68165,Замороженные продукты,Замороженная плодоовощная продукция
541939,674838185,4324309,Товары спец.акций_2,Товары спец.акций_3
370789,679401318,4078780,Бакалея (Food),Консервы овощные
2195345,888949649,3219528,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
2331687,862930866,3955171,"Соки, воды, пиво",Вода
1464100,773268490,4032179,Молочная гастрономия,Традиц.кислом.прод-ия
900677,704073328,4332703,Мясная гастрономия,Колбасные изделия
2189399,825483148,4292797,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
1895560,866937193,4147285,Сопутствующие товары (Food),Крема и товары для красоты
1762172,841956485,29608,Сопутствующие товары (Food),Средства личной гигиены
1981390,816200921,4105456,Мясная гастрономия,Колбасные изделия
2106672,886042717,809,Овощи - Фрукты,Фрукты/Ягоды
1264634,751296643,4158482,Мясо и мясные изделия,Фарш
446815,643960913,3481382,Кондитерские изделия (Fresh),"Торты, пирожные свежие"
271243,658916571,3386024,Бакалея (Food),Специи
2214802,867177098,3628376,Птица и изделия из птицы,Птица и П/Ф охлажденые
445108,652743975,3682413,Мясная гастрономия,Деликатесы
